user_id,course_id,certificate
7562,2,0
7561,2,0
7560,2,1
7559,2,1
7558,2,0
7564,2,0
7608,2,2
7609,2,0
7610,2,0
7647,2,2
7648,2,1
7649,2,1
7650,2,0
7651,2,1
7652,2,2
7653,2,0
7654,2,1
7655,2,1
7656,2,0
7657,2,0
7658,2,0
7659,2,1
7660,2,0
7661,2,0
7662,2,2
7663,2,2
7677,2,0
7676,2,0
7675,2,2
7674,2,1
7673,2,1
7672,2,2
7646,2,0
7671,2,1
7669,2,0
7668,2,1
7667,2,1
7666,2,0
7665,2,0
7664,2,1
7670,2,0
7645,2,2
7644,2,2
7643,2,2
7624,2,0
7623,2,2
7622,2,0
7621,2,0
7620,2,1
7619,2,1
7625,2,1
7618,2,0
7616,2,1
7615,2,1
7614,2,1
7613,2,0
7612,2,0
7611,2,0
7617,2,1
7540,2,1
7626,2,1
7628,2,0
7642,2,1
7641,2,0
7640,2,1
7639,2,1
7638,2,2
7637,2,0
7627,2,2
7636,2,0
7634,2,2
7633,2,2
7632,2,1
7631,2,1
7630,2,2
7629,2,2
7635,2,2
8241,2,2
7539,2,2
7537,2,2
7435,2,1
7436,2,2
7437,2,2
7438,2,0
7439,2,2
7440,2,0
7441,2,0
7442,2,2
7443,2,0
7444,2,1
7445,2,1
7446,2,1
7447,2,0
7448,2,2
7449,2,1
7450,2,1
7451,2,0
7465,2,0
7464,2,1
7463,2,1
7462,2,1
7461,2,0
7460,2,0
7434,2,0
7459,2,0
7457,2,1
7456,2,0
7455,2,0
7454,2,0
7453,2,1
7452,2,0
7458,2,2
7466,2,0
7433,2,0
7431,2,1
7400,2,2
7401,2,0
7402,2,0
7403,2,1
7404,2,1
7405,2,0
7406,2,0
7407,2,1
7408,2,1
7409,2,0
7410,2,2
7411,2,1
7412,2,0
7413,2,0
7414,2,1
7415,2,2
7416,2,0
7430,2,0
7429,2,0
7428,2,0
7427,2,1
7426,2,0
7425,2,1
7432,2,0
7424,2,1
7422,2,1
7421,2,0
7420,2,2
7419,2,1
7418,2,1
7417,2,0
7423,2,0
7467,2,2
7468,2,1
7469,2,1
7506,2,1
7507,2,1
7508,2,1
7509,2,0
7510,2,2
7511,2,2
7512,2,1
7513,2,2
7514,2,1
7515,2,0
7516,2,0
7517,2,1
7518,2,0
7519,2,0
7520,2,2
7521,2,0
7522,2,2
7536,2,2
7535,2,0
7534,2,0
7533,2,2
7532,2,1
7531,2,1
7505,2,1
7530,2,0
7528,2,0
7527,2,0
7526,2,0
7525,2,0
7524,2,2
7523,2,2
7529,2,0
7504,2,1
7503,2,0
7502,2,2
7483,2,0
7482,2,2
7481,2,2
7480,2,0
7479,2,2
7478,2,0
7484,2,1
7477,2,2
7475,2,0
7474,2,0
7473,2,0
7472,2,1
7471,2,2
7470,2,1
7476,2,0
7538,2,1
7485,2,1
7487,2,0
7501,2,2
7500,2,1
7499,2,0
7498,2,0
7497,2,1
7496,2,1
7486,2,0
7495,2,0
7493,2,0
7492,2,0
7491,2,0
7490,2,0
7489,2,1
7488,2,0
7494,2,0
8242,2,1
8243,2,2
8244,2,0
8984,2,0
8985,2,0
8986,2,0
8987,2,2
8988,2,2
8989,2,0
8990,2,0
8991,2,2
8992,2,0
8993,2,0
8994,2,1
8995,2,0
8996,2,1
8997,2,1
8998,2,2
8999,2,1
9000,2,1
9014,2,1
9013,2,0
9012,2,0
9011,2,0
9010,2,0
9009,2,2
8983,2,2
9008,2,0
9006,2,1
9005,2,0
9004,2,1
9003,2,1
9002,2,0
9001,2,0
9007,2,1
9015,2,0
8982,2,1
8980,2,1
8949,2,1
8950,2,0
8951,2,0
8952,2,2
8953,2,0
8954,2,1
8955,2,2
8956,2,0
8957,2,0
8958,2,0
8959,2,0
8960,2,0
8961,2,0
8962,2,2
8963,2,1
8964,2,0
8965,2,0
8979,2,0
8978,2,0
8977,2,0
8976,2,0
8975,2,0
8974,2,0
8981,2,0
8973,2,2
8971,2,1
8970,2,1
8969,2,2
8968,2,2
8967,2,0
8966,2,0
8972,2,0
8948,2,0
9016,2,1
9018,2,2
9054,2,0
9055,2,1
9056,2,0
9057,2,2
9058,2,0
9059,2,2
9060,2,0
9061,2,0
9062,2,1
9063,2,0
9064,2,2
9065,2,0
9066,2,0
9067,2,1
9068,2,0
9069,2,0
9070,2,0
9084,2,0
9083,2,2
9082,2,2
9081,2,0
9080,2,1
9079,2,1
9053,2,1
9078,2,1
9076,2,0
9075,2,1
9074,2,1
9073,2,0
9072,2,1
9071,2,0
9077,2,1
9017,2,1
9052,2,0
9050,2,0
9019,2,0
9020,2,2
9021,2,1
9022,2,0
9023,2,1
9024,2,2
9025,2,1
9026,2,0
9027,2,1
9028,2,2
9029,2,0
9030,2,2
9031,2,2
9032,2,1
9033,2,1
9034,2,0
9035,2,0
9049,2,0
9048,2,0
9047,2,2
9046,2,0
9045,2,1
9044,2,0
9051,2,1
9043,2,0
9041,2,0
9040,2,0
9039,2,0
9038,2,0
9037,2,0
9036,2,2
9042,2,0
8947,2,0
8946,2,0
8945,2,0
8843,2,0
8844,2,1
8845,2,1
8846,2,1
8847,2,1
8848,2,1
8849,2,0
8850,2,0
8851,2,0
8852,2,0
8853,2,0
8854,2,0
8855,2,0
8856,2,0
8857,2,1
8858,2,1
8859,2,0
8873,2,1
8872,2,0
8871,2,1
8870,2,0
8869,2,1
8868,2,1
8842,2,0
8867,2,2
8865,2,1
8864,2,1
8863,2,0
8862,2,2
8861,2,0
8860,2,0
8866,2,0
8874,2,0
8841,2,1
8839,2,0
8808,2,0
8809,2,2
8810,2,2
8811,2,0
8812,2,0
8813,2,0
8814,2,2
8815,2,0
8816,2,2
8817,2,1
8818,2,2
8819,2,0
8820,2,0
8821,2,0
8822,2,0
8823,2,0
8824,2,0
8838,2,0
8837,2,2
8836,2,0
8835,2,1
8834,2,1
8833,2,0
8840,2,0
8832,2,0
8830,2,0
8829,2,0
8828,2,2
8827,2,2
8826,2,0
8825,2,1
8831,2,0
8875,2,2
8876,2,0
8877,2,2
8914,2,0
8915,2,0
8916,2,1
8917,2,0
8918,2,0
8919,2,0
8920,2,0
8921,2,1
8922,2,0
8923,2,1
8924,2,0
8925,2,1
8926,2,2
8927,2,0
8928,2,0
8929,2,2
8930,2,1
8944,2,0
8943,2,2
8942,2,1
8941,2,0
8940,2,1
8939,2,0
8913,2,2
8938,2,0
8936,2,0
8935,2,0
8934,2,1
8933,2,1
8932,2,0
8931,2,0
8937,2,0
8912,2,0
8911,2,1
8910,2,2
8891,2,0
8890,2,2
8889,2,0
8888,2,1
8887,2,0
8886,2,0
8892,2,0
8885,2,2
8883,2,1
8882,2,1
8881,2,2
8880,2,0
8879,2,1
8878,2,0
8884,2,2
9085,2,0
8893,2,0
8895,2,0
8909,2,1
8908,2,1
8907,2,1
8906,2,0
8905,2,2
8904,2,0
8894,2,2
8903,2,0
8901,2,1
8900,2,0
8899,2,0
8898,2,0
8897,2,0
8896,2,0
8902,2,2
9086,2,0
9087,2,0
9088,2,0
9265,2,0
9266,2,1
9267,2,0
9268,2,0
9269,2,0
9270,2,0
9271,2,2
9272,2,0
9273,2,1
9274,2,0
9275,2,0
9276,2,0
9277,2,2
9278,2,0
9279,2,0
9280,2,1
9281,2,0
9295,2,0
9294,2,2
9293,2,0
9292,2,1
9291,2,0
9290,2,2
9264,2,0
9289,2,1
9287,2,0
9286,2,1
9285,2,1
9284,2,0
9283,2,1
9282,2,2
9288,2,0
9296,2,0
9263,2,1
9261,2,1
9230,2,0
9231,2,1
9232,2,2
9233,2,1
9234,2,1
9235,2,1
9236,2,0
9237,2,2
9238,2,0
9239,2,0
9240,2,1
9241,2,0
9242,2,1
9243,2,0
9244,2,0
9245,2,0
9246,2,0
9260,2,1
9259,2,0
9258,2,0
9257,2,0
9256,2,0
9255,2,0
9262,2,0
9254,2,0
9252,2,1
9251,2,1
9250,2,0
9249,2,1
9248,2,0
9247,2,1
9253,2,1
9297,2,2
9298,2,1
9299,2,1
9336,2,0
9337,2,1
9338,2,2
9339,2,0
9340,2,0
9341,2,1
9342,2,1
9343,2,0
9344,2,1
9345,2,0
9346,2,0
9347,2,0
9348,2,0
9349,2,1
9350,2,2
9351,2,0
9352,2,0
9366,2,1
9365,2,0
9364,2,2
9363,2,2
9362,2,1
9361,2,1
9335,2,1
9360,2,0
9358,2,1
9357,2,2
9356,2,1
9355,2,0
9354,2,1
9353,2,1
9359,2,2
9334,2,0
9333,2,1
9332,2,0
9313,2,1
9312,2,1
9311,2,1
9310,2,0
9309,2,2
9308,2,0
9314,2,0
9307,2,0
9305,2,0
9304,2,1
9303,2,2
9302,2,2
9301,2,0
9300,2,2
9306,2,0
9229,2,1
9315,2,0
9317,2,0
9331,2,1
9330,2,1
9329,2,2
9328,2,1
9327,2,1
9326,2,0
9316,2,1
9325,2,0
9323,2,2
9322,2,0
9321,2,0
9320,2,1
9319,2,0
9318,2,1
9324,2,0
8807,2,0
9228,2,0
9226,2,1
9124,2,2
9125,2,0
9126,2,0
9127,2,0
9128,2,2
9129,2,1
9130,2,0
9131,2,1
9132,2,0
9133,2,0
9134,2,2
9135,2,0
9136,2,0
9137,2,1
9138,2,0
9139,2,0
9140,2,2
9154,2,2
9153,2,0
9152,2,2
9151,2,1
9150,2,0
9149,2,1
9123,2,1
9148,2,0
9146,2,0
9145,2,0
9144,2,2
9143,2,2
9142,2,2
9141,2,0
9147,2,0
9155,2,0
9122,2,2
9120,2,1
9089,2,1
9090,2,2
9091,2,0
9092,2,0
9093,2,0
9094,2,1
9095,2,0
9096,2,0
9097,2,0
9098,2,2
9099,2,0
9100,2,1
9101,2,1
9102,2,0
9103,2,1
9104,2,0
9105,2,0
9119,2,0
9118,2,2
9117,2,1
9116,2,0
9115,2,0
9114,2,1
9121,2,0
9113,2,0
9111,2,1
9110,2,0
9109,2,2
9108,2,2
9107,2,0
9106,2,0
9112,2,1
9156,2,0
9157,2,0
9158,2,0
9195,2,0
9196,2,0
9197,2,0
9198,2,0
9199,2,0
9200,2,2
9201,2,2
9202,2,1
9203,2,0
9204,2,2
9205,2,0
9206,2,2
9207,2,0
9208,2,0
9209,2,1
9210,2,0
9211,2,2
9225,2,2
9224,2,2
9223,2,0
9222,2,0
9221,2,0
9220,2,0
9194,2,2
9219,2,0
9217,2,2
9216,2,0
9215,2,0
9214,2,0
9213,2,0
9212,2,1
9218,2,0
9193,2,0
9192,2,0
9191,2,2
9172,2,1
9171,2,2
9170,2,0
9169,2,1
9168,2,1
9167,2,2
9173,2,0
9166,2,0
9164,2,1
9163,2,0
9162,2,0
9161,2,0
9160,2,0
9159,2,0
9165,2,0
9227,2,0
9174,2,0
9176,2,1
9190,2,0
9189,2,0
9188,2,0
9187,2,1
9186,2,0
9185,2,1
9175,2,0
9184,2,0
9182,2,0
9181,2,2
9180,2,0
9179,2,0
9178,2,0
9177,2,1
9183,2,2
7118,2,0
8806,2,0
8804,2,0
8421,2,0
8422,2,2
8423,2,0
8424,2,0
8425,2,0
8426,2,1
8427,2,0
8428,2,2
8429,2,2
8430,2,0
8431,2,1
8432,2,2
8433,2,2
8434,2,1
8435,2,0
8436,2,1
8437,2,0
8451,2,0
8450,2,0
8449,2,0
8448,2,2
8447,2,0
8446,2,0
8420,2,1
8445,2,0
8443,2,0
8442,2,1
8441,2,0
8440,2,1
8439,2,2
8438,2,1
8444,2,1
8452,2,1
8419,2,2
8417,2,0
8386,2,0
8387,2,2
8388,2,1
8389,2,0
8390,2,0
8391,2,0
8392,2,1
8393,2,0
8394,2,0
8395,2,2
8396,2,0
8397,2,1
8398,2,0
8399,2,0
8400,2,1
8401,2,1
8402,2,0
8416,2,2
8415,2,0
8414,2,2
8413,2,1
8412,2,2
8411,2,1
8418,2,0
8410,2,0
8408,2,0
8407,2,0
8406,2,2
8405,2,2
8404,2,1
8403,2,0
8409,2,1
8385,2,1
8453,2,0
8455,2,0
8491,2,1
8492,2,1
8493,2,1
8494,2,1
8495,2,0
8496,2,0
8497,2,1
8498,2,0
8499,2,0
8500,2,2
8501,2,2
8502,2,2
8503,2,0
8504,2,0
8505,2,0
8506,2,2
8507,2,0
8521,2,0
8520,2,0
8519,2,1
8518,2,0
8517,2,2
8516,2,1
8490,2,2
8515,2,1
8513,2,0
8512,2,1
8511,2,1
8510,2,0
8509,2,0
8508,2,1
8514,2,0
8454,2,2
8489,2,0
8487,2,2
8456,2,0
8457,2,0
8458,2,0
8459,2,2
8460,2,1
8461,2,1
8462,2,0
8463,2,0
8464,2,0
8465,2,1
8466,2,1
8467,2,2
8468,2,0
8469,2,1
8470,2,0
8471,2,1
8472,2,2
8486,2,0
8485,2,0
8484,2,0
8483,2,0
8482,2,0
8481,2,1
8488,2,1
8480,2,2
8478,2,1
8477,2,1
8476,2,0
8475,2,1
8474,2,0
8473,2,2
8479,2,1
8384,2,2
8383,2,0
8382,2,0
8280,2,1
8281,2,0
8282,2,0
8283,2,1
8284,2,1
8285,2,0
8286,2,0
8287,2,1
8288,2,1
8289,2,1
8290,2,0
8291,2,2
8292,2,0
8293,2,2
8294,2,0
8295,2,0
8296,2,0
8310,2,0
8309,2,0
8308,2,1
8307,2,0
8306,2,2
8305,2,1
8279,2,0
8304,2,2
8302,2,0
8301,2,1
8300,2,0
8299,2,0
8298,2,0
8297,2,1
8303,2,2
8311,2,1
8278,2,1
8276,2,0
8245,2,0
8246,2,1
8247,2,0
8248,2,0
8249,2,1
8250,2,0
8251,2,2
8252,2,1
8253,2,2
8254,2,0
8255,2,0
8256,2,2
8257,2,0
8258,2,0
8259,2,0
8260,2,0
8261,2,1
8275,2,0
8274,2,0
8273,2,0
8272,2,0
8271,2,0
8270,2,2
8277,2,1
8269,2,0
8267,2,0
8266,2,0
8265,2,0
8264,2,0
8263,2,0
8262,2,0
8268,2,2
8312,2,0
8313,2,0
8314,2,2
8351,2,0
8352,2,0
8353,2,1
8354,2,0
8355,2,1
8356,2,2
8357,2,0
8358,2,1
8359,2,0
8360,2,1
8361,2,0
8362,2,0
8363,2,0
8364,2,0
8365,2,0
8366,2,0
8367,2,2
8381,2,0
8380,2,0
8379,2,1
8378,2,1
8377,2,0
8376,2,0
8350,2,1
8375,2,0
8373,2,1
8372,2,1
8371,2,1
8370,2,0
8369,2,2
8368,2,1
8374,2,0
8349,2,2
8348,2,1
8347,2,0
8328,2,0
8327,2,2
8326,2,0
8325,2,0
8324,2,0
8323,2,0
8329,2,0
8322,2,1
8320,2,0
8319,2,0
8318,2,0
8317,2,0
8316,2,0
8315,2,0
8321,2,0
8522,2,0
8330,2,1
8332,2,0
8346,2,2
8345,2,0
8344,2,1
8343,2,0
8342,2,1
8341,2,1
8331,2,0
8340,2,1
8338,2,0
8337,2,1
8336,2,2
8335,2,1
8334,2,0
8333,2,0
8339,2,2
8523,2,1
8524,2,1
8525,2,0
8702,2,2
8703,2,1
8704,2,0
8705,2,0
8706,2,1
8707,2,2
8708,2,1
8709,2,2
8710,2,0
8711,2,2
8712,2,1
8713,2,0
8714,2,2
8715,2,0
8716,2,2
8717,2,1
8718,2,0
8732,2,0
8731,2,2
8730,2,0
8729,2,1
8728,2,0
8727,2,0
8701,2,1
8726,2,2
8724,2,2
